stopPointRef,no_of_buses
NSR:Quay:102402,5132
NSR:Quay:98166,569
NSR:Quay:102538,2887
NSR:Quay:34009,1013
NSR:Quay:107201,4429
NSR:Quay:40928,417
NSR:Quay:14399,1939
14313548,622
NSR:Quay:54004,449
14114766,2165
14387947,2781
NSR:Quay:98661,3575
NSR:Quay:52322,1825
NSR:Quay:7646,1506
NSR:Quay:73828,354
NSR:Quay:4675,7671
NSR:Quay:109641,6147
NSR:Quay:23268,554
NSR:Quay:75084,1854
NSR:Quay:19855,2292
NSR:Quay:26921,552
NSR:Quay:40878,1313
NSR:Quay:70235,1772
NSR:Quay:19389,412
NSR:Quay:60663,741
NSR:Quay:69512,1593
NSR:Quay:53188,964
NSR:Quay:57362,1870
NSR:Quay:57646,1235
14133262,943
NSR:Quay:16488,2180
NSR:Quay:87414,454
NSR:Quay:47352,5582
NSR:Quay:60707,735
NSR:Quay:55594,4775
NSR:Quay:32729,477
NSR:Quay:72499,4346
NSR:Quay:105321,406
NSR:Quay:74226,2701
NSR:Quay:11575,4756
NSR:Quay:89126,974
NSR:Quay:67655,3723
NSR:Quay:38511,1191
NSR:Quay:72981,382
NSR:Quay:97965,1702
NSR:Quay:107446,1815
NSR:Quay:58700,1018
NSR:Quay:78524,1204
NSR:Quay:22120,444
NSR:Quay:22213,1095
NSR:Quay:101326,1915
NSR:Quay:78951,1410
NSR:Quay:32430,865
NSR:Quay:53042,1788
15288161,289
NSR:Quay:41603,2926
NSR:Quay:104916,1155
NSR:Quay:42221,2325
NSR:Quay:86030,2433
NSR:Quay:28645,1449
NSR:Quay:53338,1085
NSR:Quay:86973,2665
NSR:Quay:22159,444
NSR:Quay:15603,186
NSR:Quay:83561,569
NSR:Quay:54196,989
NSR:Quay:105664,1802
NSR:Quay:102563,1063
NSR:Quay:91670,1203
NSR:Quay:29919,1374
NSR:Quay:110823,62
NSR:Quay:94768,591
NSR:Quay:43963,1064
NSR:Quay:47806,607
NSR:Quay:94087,1241
NSR:Quay:104021,4228
NSR:Quay:97649,1276
NSR:Quay:29180,838
NSR:Quay:16655,556
NSR:Quay:43230,2063
NSR:Quay:104264,421
NSR:Quay:55342,1373
NSR:Quay:34100,1579
NSR:Quay:23412,198
NSR:Quay:65187,478
NSR:Quay:19057,819
NSR:Quay:38911,1669
NSR:Quay:28876,1113
NSR:Quay:62748,65
NSR:Quay:76645,1613
NSR:Quay:10557,1674
NSR:Quay:31572,3906
NSR:Quay:29276,2107
NSR:Quay:38770,751
NSR:Quay:104840,2046
NSR:Quay:22593,368
NSR:Quay:21376,784
NSR:Quay:50119,674
NSR:Quay:75508,2504
NSR:Quay:85905,451
NSR:Quay:40344,685
NSR:Quay:91327,254
NSR:Quay:57748,817
NSR:Quay:29529,1592
NSR:Quay:51133,2668
NSR:Quay:50642,912
NSR:Quay:78520,1305
NSR:Quay:11737,683
NSR:Quay:109540,1360
NSR:Quay:31769,393
NSR:Quay:37154,633
NSR:Quay:89396,397
NSR:Quay:27224,1004
NSR:Quay:6127,719
NSR:Quay:18379,538
NSR:Quay:6258,973
NSR:Quay:54259,403
NSR:Quay:90599,2834
NSR:Quay:48179,851
14322278,777
NSR:Quay:93397,1089
NSR:Quay:52809,825
NSR:Quay:43652,494
NSR:Quay:22310,781
NSR:Quay:95953,2151
NSR:Quay:74107,1499
NSR:Quay:1909,790
NSR:Quay:26060,948
NSR:Quay:14753,204
NSR:Quay:91592,1966
NSR:Quay:89289,760
NSR:Quay:100970,296
NSR:Quay:33131,1640
14322200,589
NSR:Quay:90536,568
NSR:Quay:98530,627
NSR:Quay:25205,824
NSR:Quay:51942,1070
NSR:Quay:40616,912
NSR:Quay:41228,403
NSR:Quay:98653,667
NSR:Quay:15568,260
NSR:Quay:87977,1130
NSR:Quay:47438,1073
NSR:Quay:37591,577
NSR:Quay:32233,489
NSR:Quay:88299,778
NSR:Quay:94804,836
NSR:Quay:38832,609
14313516,415
NSR:Quay:56091,1801
NSR:Quay:107032,475
NSR:Quay:6480,546
NSR:Quay:89581,668
NSR:Quay:90500,934
NSR:Quay:99936,876
NSR:Quay:81329,708
NSR:Quay:108974,1044
NSR:Quay:100771,86
NSR:Quay:4176,448
NSR:Quay:71358,610
NSR:Quay:77463,602
17391,46
NSR:Quay:53078,789
NSR:Quay:23482,734
NSR:Quay:22109,394
NSR:Quay:84428,264
NSR:Quay:85945,760
NSR:Quay:48318,569
NSR:Quay:31181,460
NSR:Quay:37116,573
NSR:Quay:101102,347
NSR:Quay:79620,181
NSR:Quay:20996,165
NSR:Quay:72608,357
NSR:Quay:57226,1978
NSR:Quay:27900,576
NSR:Quay:81353,416
NSR:Quay:110884,84
NSR:Quay:68567,161
14302603,77
NSR:Quay:104946,492
NSR:Quay:18161,351
NSR:Quay:77330,817
NSR:Quay:2239,177
NSR:Quay:83520,151
NSR:Quay:34607,735
NSR:Quay:3981,696
NSR:Quay:89997,936
14114814,796
NSR:Quay:66840,551
14497063,418
NSR:Quay:34598,430
NSR:Quay:64613,318
NSR:Quay:89546,341
NSR:Quay:68715,183
NSR:Quay:49159,407
NSR:Quay:110945,209
NSR:Quay:54955,288
NSR:Quay:24353,192
NSR:Quay:42284,495
NSR:Quay:82510,418
14496913,530
NSR:Quay:94596,1111
NSR:Quay:11807,186
NSR:Quay:16727,543
NSR:Quay:33682,691
NSR:Quay:95874,1252
NSR:Quay:55280,278
NSR:Quay:48732,390
NSR:Quay:107928,739
NSR:Quay:27590,302
NSR:Quay:26219,352
NSR:Quay:95011,385
14012084,191
NSR:Quay:75551,573
NSR:Quay:25509,461
NSR:Quay:87960,219
NSR:Quay:19651,371
NSR:Quay:62568,133
NSR:Quay:12789,350
NSR:Quay:13632,180
NSR:Quay:90993,752
NSR:Quay:19560,184
NSR:Quay:107238,569
NSR:Quay:33639,332
NSR:Quay:61196,144
NSR:Quay:43441,287
NSR:Quay:57211,402
NSR:Quay:17894,180
NSR:Quay:35752,164
14163430,185
NSR:Quay:21023,256
NSR:Quay:2266,317
NSR:Quay:29172,227
NSR:Quay:107719,203
NSR:Quay:87303,950
NSR:Quay:49372,70
NSR:Quay:14948,370
NSR:Quay:1729,50
NSR:Quay:65454,35
NSR:Quay:78178,210
NSR:Quay:49327,216
NSR:Quay:2049,328
NSR:Quay:80833,165
NSR:Quay:109291,120
NSR:Quay:62635,65
NSR:Quay:31661,176
NSR:Quay:110925,104
NSR:Quay:367,5
NSR:Quay:48208,5
NSR:Quay:29194,813
NSR:Quay:94952,2842
NSR:Quay:1978,12183
NSR:Quay:33025,566
NSR:Quay:15257,2263
NSR:Quay:69329,4995
NSR:Quay:95305,14983
NSR:Quay:93789,645
NSR:Quay:16577,19330
NSR:Quay:16792,2080
NSR:Quay:70706,11568
NSR:Quay:65134,24127
NSR:Quay:91065,25943
NSR:Quay:83551,570
NSR:Quay:102170,55003
NSR:Quay:6841,43558
NSR:Quay:83290,1605
NSR:Quay:103341,38307
NSR:Quay:55399,1373
NSR:Quay:12910,7290
NSR:Quay:24832,16866
NSR:Quay:8524,26767
NSR:Quay:50211,43918
NSR:Quay:50382,2018
NSR:Quay:62391,3005
NSR:Quay:73305,5257
NSR:Quay:9982,2263
NSR:Quay:923,16375
NSR:Quay:9557,33740
NSR:Quay:12115,21639
NSR:Quay:11689,154093
NSR:Quay:25241,1188
NSR:Quay:99988,35231
NSR:Quay:5173,8495
NSR:Quay:3569,4059
MP.000009,55269
NSR:Quay:33891,10103
NSR:Quay:12317,63971
NSR:Quay:11532,22855
NSR:Quay:98409,1057
NSR:Quay:40463,8714
NSR:Quay:6711,31782
NSR:Quay:93540,2501
NSR:Quay:48354,36385
NSR:Quay:11549,67923
NSR:Quay:72843,2882
NSR:Quay:95783,17859
NSR:Quay:92944,4974
NSR:Quay:24700,1738
NSR:Quay:46842,1496
NSR:Quay:55050,10825
NSR:Quay:29604,1782
NSR:Quay:65681,8285
NSR:Quay:53577,14676
NSR:Quay:90692,8033
NSR:Quay:18357,5402
NSR:Quay:11673,22291
NSR:Quay:94172,382
NSR:Quay:11092,21913
NSR:Quay:43504,1112
NSR:Quay:12281,34215
NSR:Quay:52952,3462
NSR:Quay:43167,3211
14381345,3330
NSR:Quay:48115,2762
NSR:Quay:60774,293
NSR:Quay:44940,52102
NSR:Quay:52935,725
NSR:Quay:103065,679
NSR:Quay:53970,2614
NSR:Quay:73467,1749
NSR:Quay:55806,32890
NSR:Quay:72709,45807
NSR:Quay:40149,4183
NSR:Quay:67795,11502
NSR:Quay:24771,1857
NSR:Quay:38495,19711
NSR:Quay:39378,17967
NSR:Quay:26953,6373
NSR:Quay:10987,7988
NSR:Quay:46472,2450
NSR:Quay:102619,4666
NSR:Quay:70679,4897
NSR:Quay:863,17979
NSR:Quay:2269,7464
NSR:Quay:106419,745
NSR:Quay:19720,1692
NSR:Quay:77102,1130
NSR:Quay:6250,55953
NSR:Quay:69876,463
NSR:Quay:66039,7296
NSR:Quay:12365,23236
NSR:Quay:103607,16206
NSR:Quay:32945,8693
NSR:Quay:30922,18462
NSR:Quay:33258,8892
NSR:Quay:32964,9823
NSR:Quay:32249,9039
NSR:Quay:96893,1004
NSR:Quay:46026,26604
NSR:Quay:83056,6965
NSR:Quay:36463,1256
NSR:Quay:86330,1931
NSR:Quay:45632,2917
NSR:Quay:51029,1192
NSR:Quay:57339,4378
NSR:Quay:97983,14448
NSR:Quay:54680,13619
NSR:Quay:97142,949
NSR:Quay:49499,550
NSR:Quay:49850,11282
NSR:Quay:41893,1822
NSR:Quay:25165,4212
14181226,2854
NSR:Quay:26160,4463
NSR:Quay:40642,1050
14011864,6456
NSR:Quay:16280,1538
NSR:Quay:84155,495
NSR:Quay:41133,2374
NSR:Quay:103604,4308
NSR:Quay:17818,4303
NSR:Quay:102253,13084
NSR:Quay:87020,2315
NSR:Quay:100228,10210
NSR:Quay:49832,7041
NSR:Quay:85761,637
NSR:Quay:22804,797
NSR:Quay:77774,622
NSR:Quay:38522,11819
NSR:Quay:25962,745
NSR:Quay:54313,3928
NSR:Quay:95750,2109
NSR:Quay:70371,3095
NSR:Quay:65384,1042
NSR:Quay:89161,1399
14333708,416
NSR:Quay:4754,4626
NSR:Quay:23727,1495
NSR:Quay:58167,2406
NSR:Quay:50998,4510
NSR:Quay:101836,1277
NSR:Quay:25942,2771
NSR:Quay:99385,488
NSR:Quay:40774,796
NSR:Quay:30795,6483
NSR:Quay:37334,1535
NSR:Quay:102643,2112
NSR:Quay:35000,1135
NSR:Quay:26282,377
NSR:Quay:36794,1342
NSR:Quay:26224,3160
NSR:Quay:12790,862
NSR:Quay:40331,1105
NSR:Quay:6856,2269
14437199,3386
NSR:Quay:65201,744
NSR:Quay:25311,5897
NSR:Quay:98340,865
NSR:Quay:87273,2067
NSR:Quay:54588,1565
NSR:Quay:54958,288
NSR:Quay:45560,582
NSR:Quay:74993,5621
NSR:Quay:27366,1661
NSR:Quay:15546,936
NSR:Quay:2585,1638
NSR:Quay:49870,2671
NSR:Quay:30139,7664
NSR:Quay:15694,1911
NSR:Quay:83030,822
NSR:Quay:40659,191
NSR:Quay:44653,1800
NSR:Quay:23958,370
NSR:Quay:75297,6800
NSR:Quay:72355,1554
NSR:Quay:24336,6168
NSR:Quay:73303,183
NSR:Quay:38019,5499
NSR:Quay:16634,2685
NSR:Quay:22665,2176
NSR:Quay:35989,747
NSR:Quay:24095,1207
NSR:Quay:29090,992
NSR:Quay:13751,181
NSR:Quay:65129,2449
NSR:Quay:58761,721
NSR:Quay:18890,481
NSR:Quay:46144,5100
NSR:Quay:58813,5688
NSR:Quay:80852,343
NSR:Quay:47493,1934
NSR:Quay:40700,1822
NSR:Quay:77117,1583
NSR:Quay:98171,4595
NSR:Quay:6861,2544
NSR:Quay:42207,4098
14452893,797
NSR:Quay:14020,1935
NSR:Quay:74150,394
NSR:Quay:68915,1062
NSR:Quay:89734,2777
NSR:Quay:60377,423
NSR:Quay:70288,322
NSR:Quay:72474,363
NSR:Quay:13631,734
NSR:Quay:28618,881
NSR:Quay:46263,364
NSR:Quay:57321,1171
NSR:Quay:77360,969
NSR:Quay:42702,724
NSR:Quay:72085,554
NSR:Quay:85252,2111
NSR:Quay:84244,1833
NSR:Quay:86281,1978
NSR:Quay:68347,367
NSR:Quay:6930,685
NSR:Quay:81917,510
NSR:Quay:18382,2163
NSR:Quay:24629,1439
NSR:Quay:66224,3264
NSR:Quay:54771,2706
NSR:Quay:86194,1365
NSR:Quay:5006,865
NSR:Quay:71140,1296
NSR:Quay:78781,1377
NSR:Quay:57957,519
15282615,280
NSR:Quay:20565,187
NSR:Quay:18556,327
NSR:Quay:32870,3478
NSR:Quay:90542,544
NSR:Quay:104924,1148
NSR:Quay:12727,659
NSR:Quay:91676,253
NSR:Quay:5175,1348
NSR:Quay:13557,870
NSR:Quay:37385,474
NSR:Quay:47784,2728
NSR:Quay:32385,853
NSR:Quay:49188,2692
NSR:Quay:44085,192
NSR:Quay:103969,426
NSR:Quay:41694,571
NSR:Quay:97959,1598
NSR:Quay:72421,1026
NSR:Quay:67150,292
NSR:Quay:19309,2252
NSR:Quay:41905,940
NSR:Quay:50460,1813
NSR:Quay:61522,325
NSR:Quay:73513,207
NSR:Quay:86785,1109
NSR:Quay:50595,4344
NSR:Quay:21556,333
NSR:Quay:102683,811
NSR:Quay:35351,698
NSR:Quay:79091,182
NSR:Quay:96744,1170
NSR:Quay:91176,379
NSR:Quay:38730,570
NSR:Quay:91754,397
NSR:Quay:3035,1100
NSR:Quay:58247,244
NSR:Quay:74747,1352
NSR:Quay:13300,1823
NSR:Quay:68917,2004
NSR:Quay:94833,402
NSR:Quay:72328,1800
NSR:Quay:65683,369
NSR:Quay:52451,974
NSR:Quay:7465,375
NSR:Quay:18718,1520
NSR:Quay:62158,936
NSR:Quay:105936,453
NSR:Quay:65735,923
NSR:Quay:88475,1118
NSR:Quay:45307,915
NSR:Quay:48157,661
NSR:Quay:33630,637
NSR:Quay:37168,154
NSR:Quay:47163,549
NSR:Quay:91389,998
NSR:Quay:52982,3515
NSR:Quay:58020,1043
NSR:Quay:88778,608
NSR:Quay:51551,514
NSR:Quay:96432,572
NSR:Quay:85901,1735
NSR:Quay:97170,1196
NSR:Quay:100327,1580
NSR:Quay:96996,1004
NSR:Quay:33091,565
NSR:Quay:73965,504
NSR:Quay:38828,418
NSR:Quay:43578,1217
NSR:Quay:44565,1064
NSR:Quay:6334,490
NSR:Quay:23145,538
NSR:Quay:56950,2353
NSR:Quay:74128,350
NSR:Quay:85109,565
NSR:Quay:53961,238
14011903,750
NSR:Quay:1622,492
NSR:Quay:90535,532
NSR:Quay:89432,485
NSR:Quay:72523,885
14452876,484
NSR:Quay:107164,353
NSR:Quay:89712,378
NSR:Quay:38425,496
NSR:Quay:49792,1888
NSR:Quay:92640,969
NSR:Quay:18793,1072
NSR:Quay:48704,998
NSR:Quay:96843,1190
NSR:Quay:43799,304
NSR:Quay:77459,199
NSR:Quay:25243,67
NSR:Quay:91468,564
NSR:Quay:68542,349
NSR:Quay:97122,341
NSR:Quay:110812,578
14417465,297
NSR:Quay:58397,2297
NSR:Quay:91470,500
NSR:Quay:38476,496
NSR:Quay:91137,724
NSR:Quay:55945,224
NSR:Quay:91763,782
NSR:Quay:35749,186
NSR:Quay:105114,178
NSR:Quay:100965,374
NSR:Quay:25886,302
NSR:Quay:92895,342
NSR:Quay:71589,570
NSR:Quay:58300,793
NSR:Quay:48152,696
NSR:Quay:34386,61
NSR:Quay:42898,766
NSR:Quay:90555,100
NSR:Quay:106760,186
NSR:Quay:20696,184
NSR:Quay:45586,633
NSR:Quay:45982,477
NSR:Quay:38649,1190
NSR:Quay:27904,576
NSR:Quay:29176,977
NSR:Quay:76001,540
NSR:Quay:89832,252
14452843,750
NSR:Quay:33512,1284
NSR:Quay:24753,468
NSR:Quay:40097,381
NSR:Quay:102090,603
NSR:Quay:86841,146
NSR:Quay:13755,354
NSR:Quay:4885,382
NSR:Quay:3294,714
NSR:Quay:44370,350
NSR:Quay:9406,364
NSR:Quay:89300,420
NSR:Quay:26957,189
NSR:Quay:61447,145
NSR:Quay:60889,279
NSR:Quay:67292,546
NSR:Quay:109613,425
NSR:Quay:81648,728
NSR:Quay:33296,171
NSR:Quay:25606,708
NSR:Quay:34826,280
15258513,578
NSR:Quay:18863,371
NSR:Quay:49375,70
NSR:Quay:37364,293
NSR:Quay:102514,356
NSR:Quay:62684,65
NSR:Quay:52531,189
NSR:Quay:72806,642
NSR:Quay:88905,241
NSR:Quay:18768,478
NSR:Quay:89408,441
NSR:Quay:29723,775
NSR:Quay:18906,9
NSR:Quay:77083,717
NSR:Quay:109086,63
NSR:Quay:21179,389
NSR:Quay:110930,340
NSR:Quay:17979,362
NSR:Quay:35837,128
NSR:Quay:33500,173
NSR:Quay:105155,201
14437291,319
NSR:Quay:65426,178
NSR:Quay:107903,364
NSR:Quay:16071,8
14496969,106
NSR:Quay:98334,303
NSR:Quay:101147,79
NSR:Quay:62889,169
NSR:Quay:58459,61
NSR:Quay:15615,174
NSR:Quay:106578,185
NSR:Quay:22562,363
NSR:Quay:80436,36
NSR:Quay:33252,47
NSR:Quay:21919,33
NSR:Quay:18563,182
NSR:Quay:37122,105
NSR:Quay:98086,48
NSR:Quay:99735,13
NSR:Quay:110657,28
NSR:Quay:100897,8
NSR:Quay:59300,29
9025900000072084,5
NSR:Quay:101944,1
NSR:Quay:100125,1
NSR:Quay:24798,7938
NSR:Quay:24203,5749
NSR:Quay:97605,1532
NSR:Quay:84853,2403
NSR:Quay:97714,21114
NSR:Quay:12166,33913
NSR:Quay:18201,10859
NSR:Quay:69560,12046
NSR:Quay:49280,27142
NSR:Quay:70635,1254
NSR:Quay:21943,5517
NSR:Quay:91617,1004
NSR:Quay:4481,37180
NSR:Quay:30182,24829
NSR:Quay:7151,120138
NSR:Quay:16354,1429
NSR:Quay:71337,38071
NSR:Quay:9884,24329
NSR:Quay:65576,5162
NSR:Quay:50389,2211
NSR:Quay:69249,43532
NSR:Quay:23354,34107
NSR:Quay:49628,49605
NSR:Quay:49449,14487
NSR:Quay:16075,13427
NSR:Quay:12896,32500
NSR:Quay:24115,925
NSR:Quay:107273,1022
NSR:Quay:26535,9389
NSR:Quay:17995,31890
NSR:Quay:19754,1918
14322404,2487
NSR:Quay:25000,10954
NSR:Quay:88810,392
NSR:Quay:25142,10628
NSR:Quay:12931,17847
NSR:Quay:66938,6816
NSR:Quay:51885,45589
NSR:Quay:13343,1546
NSR:Quay:79193,5177
NSR:Quay:107479,8541
NSR:Quay:97306,2514
NSR:Quay:6992,26304
NSR:Quay:1534,5987
NSR:Quay:9080,1461
NSR:Quay:87935,823
NSR:Quay:56215,17355
NSR:Quay:55709,3679
14181298,2697
NSR:Quay:58023,9804
NSR:Quay:66932,824
NSR:Quay:10117,13857
NSR:Quay:52778,4328
NSR:Quay:11568,57584
NSR:Quay:9832,59360
NSR:Quay:54488,1172
NSR:Quay:44284,5169
NSR:Quay:90644,3020
NSR:Quay:8571,44263
NSR:Quay:10213,16038
NSR:Quay:51996,1864
NSR:Quay:46886,10654
NSR:Quay:38000,154380
NSR:Quay:42047,9010
NSR:Quay:48107,93257
NSR:Quay:2411,6411
NSR:Quay:30320,38909
NSR:Quay:56025,10282
NSR:Quay:55322,20950
NSR:Quay:49081,80549
NSR:Quay:81971,12402
NSR:Quay:38411,5377
NSR:Quay:12164,35008
NSR:Quay:11185,36317
NSR:Quay:43066,12383
NSR:Quay:4815,2867
NSR:Quay:8063,35746
NSR:Quay:6089,9785
NSR:Quay:44969,56727
NSR:Quay:4828,335
NSR:Quay:11560,4665
NSR:Quay:14501,1284
NSR:Quay:55888,14579
NSR:Quay:100322,18938
NSR:Quay:7103,3199
NSR:Quay:52625,14215
NSR:Quay:54294,3200
NSR:Quay:42244,2674
NSR:Quay:58502,5574
NSR:Quay:48911,20381
NSR:Quay:23524,947
NSR:Quay:10887,28599
NSR:Quay:7711,6795
NSR:Quay:48000,8381
NSR:Quay:44817,2239
NSR:Quay:69387,2012
NSR:Quay:68460,2870
NSR:Quay:23879,6506
NSR:Quay:47141,59358
NSR:Quay:67831,1786
NSR:Quay:86325,6039
NSR:Quay:50930,6896
NSR:Quay:70464,8711
NSR:Quay:68279,2930
NSR:Quay:29403,1800
NSR:Quay:97623,16587
NSR:Quay:70346,7917
NSR:Quay:16632,3118
NSR:Quay:29395,15364
NSR:Quay:65399,5539
NSR:Quay:33524,23373
NSR:Quay:108083,628
NSR:Quay:32475,13057
NSR:Quay:32424,1909
NSR:Quay:34735,2440
NSR:Quay:68810,2324
NSR:Quay:48782,13521
NSR:Quay:88140,9759
NSR:Quay:56526,2530
14322341,7086
NSR:Quay:28278,7995
NSR:Quay:548,8817
NSR:Quay:109441,797
NSR:Quay:107063,294
NSR:Quay:55075,2876
NSR:Quay:50201,3109
NSR:Quay:30098,11831
NSR:Quay:36872,6578
NSR:Quay:79412,1119
NSR:Quay:36459,3035
NSR:Quay:109976,4769
NSR:Quay:69338,9423
NSR:Quay:70736,2815
NSR:Quay:11447,24489
NSR:Quay:49170,29197
NSR:Quay:39087,5148
NSR:Quay:96549,3098
NSR:Quay:78268,577
NSR:Quay:56047,5889
NSR:Quay:12863,7035
NSR:Quay:44296,1930
NSR:Quay:46374,1673
14497109,804
NSR:Quay:83050,1746
NSR:Quay:83548,11227
NSR:Quay:81339,1190
NSR:Quay:79837,731
NSR:Quay:53012,4965
NSR:Quay:50383,1907
NSR:Quay:2762,165
NSR:Quay:50751,1739
NSR:Quay:36212,3679
NSR:Quay:37734,588
NSR:Quay:92982,768
NSR:Quay:12908,8971
NSR:Quay:3340,2103
NSR:Quay:26968,5689
NSR:Quay:97860,754
NSR:Quay:66293,7993
NSR:Quay:97833,1716
NSR:Quay:89016,1092
NSR:Quay:88293,2146
NSR:Quay:74524,1008
NSR:Quay:37951,6606
NSR:Quay:33628,7432
NSR:Quay:103595,7405
NSR:Quay:97818,3125
NSR:Quay:88146,11009
NSR:Quay:2007,973
NSR:Quay:84971,1743
NSR:Quay:57747,3935
NSR:Quay:53534,7477
NSR:Quay:87637,2239
NSR:Quay:36251,5959
NSR:Quay:41494,1518
NSR:Quay:41477,3347
NSR:Quay:39582,798
NSR:Quay:43754,19587
NSR:Quay:31288,1743
NSR:Quay:76554,1577
NSR:Quay:26717,1930
NSR:Quay:91151,1392
NSR:Quay:53935,238
NSR:Quay:76144,5240
14381527,400
NSR:Quay:68236,3550
NSR:Quay:58002,2453
NSR:Quay:93601,1118
NSR:Quay:110872,1810
NSR:Quay:102443,2101
NSR:Quay:2886,3656
NSR:Quay:52148,3340
NSR:Quay:29079,6093
NSR:Quay:56617,4494
NSR:Quay:94190,1001
NSR:Quay:38486,4410
NSR:Quay:22283,1781
NSR:Quay:13577,687
NSR:Quay:27995,1333
NSR:Quay:45477,1591
NSR:Quay:96728,2127
NSR:Quay:23753,952
NSR:Quay:53385,2626
NSR:Quay:57897,4128
NSR:Quay:49573,1477
NSR:Quay:23863,5267
NSR:Quay:94060,745
NSR:Quay:26331,4697
NSR:Quay:91609,2394
NSR:Quay:68548,1672
NSR:Quay:16737,5189
NSR:Quay:74944,563
NSR:Quay:21422,671
NSR:Quay:63475,3038
NSR:Quay:84973,1512
NSR:Quay:44526,2832
NSR:Quay:77700,4536
NSR:Quay:23497,3428
NSR:Quay:67777,797
NSR:Quay:23523,584
NSR:Quay:45833,1389
NSR:Quay:39072,987
NSR:Quay:51154,2234
NSR:Quay:95651,530
NSR:Quay:22629,1371
NSR:Quay:54780,865
NSR:Quay:13559,2007
NSR:Quay:50678,2973
NSR:Quay:109858,326
NSR:Quay:36127,1500
NSR:Quay:42815,1911
NSR:Quay:58586,1306
NSR:Quay:50959,3501
NSR:Quay:16259,1106
NSR:Quay:48825,910
NSR:Quay:50808,1785
NSR:Quay:43685,1390
NSR:Quay:83879,944
NSR:Quay:90833,485
NSR:Quay:94090,1362
NSR:Quay:2169,1167
NSR:Quay:14460,1559
NSR:Quay:91120,1130
NSR:Quay:90401,2500
NSR:Quay:86006,405
NSR:Quay:5131,1012
NSR:Quay:83797,1526
NSR:Quay:79774,652
NSR:Quay:72377,1887
NSR:Quay:84737,1287
NSR:Quay:24498,1946
NSR:Quay:23345,2304
NSR:Quay:66627,1980
NSR:Quay:88204,2148
NSR:Quay:15590,210
NSR:Quay:105257,1867
NSR:Quay:35796,134
NSR:Quay:99948,1934
NSR:Quay:96271,1182
NSR:Quay:59981,459
NSR:Quay:106739,149
NSR:Quay:2042,592
NSR:Quay:86681,2627
NSR:Quay:94872,974
NSR:Quay:83374,2364
NSR:Quay:58307,551
NSR:Quay:22393,701
NSR:Quay:50154,2363
NSR:Quay:90487,4069
NSR:Quay:103098,1980
NSR:Quay:25483,181
NSR:Quay:95336,1452
NSR:Quay:40411,2009
NSR:Quay:8510,4095
NSR:Quay:31534,1321
NSR:Quay:43361,2131
NSR:Quay:35649,1102
NSR:Quay:70756,348
NSR:Quay:57587,1614
14281138,2902
NSR:Quay:104417,1939
NSR:Quay:23217,1813
NSR:Quay:33763,178
NSR:Quay:93049,805
NSR:Quay:12675,1996
NSR:Quay:86747,1284
NSR:Quay:67359,2037
NSR:Quay:38900,5531
NSR:Quay:88547,403
NSR:Quay:53323,897
NSR:Quay:103689,272
NSR:Quay:13547,2007
NSR:Quay:35734,2510
NSR:Quay:42058,571
NSR:Quay:54021,322
NSR:Quay:73061,1987
NSR:Quay:58245,2168
NSR:Quay:98299,974
NSR:Quay:92534,893
NSR:Quay:22636,368
NSR:Quay:105010,709
NSR:Quay:43956,760
NSR:Quay:36700,676
14118211,1090
NSR:Quay:17883,3538
NSR:Quay:16999,610
NSR:Quay:19558,926
NSR:Quay:16709,830
NSR:Quay:98406,1247
NSR:Quay:57817,1062
NSR:Quay:105983,333
NSR:Quay:21264,458
NSR:Quay:15548,1169
NSR:Quay:48013,1357
NSR:Quay:85071,1126
NSR:Quay:50003,742
NSR:Quay:94535,1150
NSR:Quay:31738,1497
NSR:Quay:1912,271
NSR:Quay:90907,1647
NSR:Quay:69488,2548
NSR:Quay:110538,167
NSR:Quay:42802,189
NSR:Quay:20580,559
NSR:Quay:35370,292
NSR:Quay:65441,516
NSR:Quay:92800,788
NSR:Quay:42889,570
NSR:Quay:23508,585
14291650,2483
NSR:Quay:23488,943
NSR:Quay:80967,1219
NSR:Quay:90163,379
NSR:Quay:104803,605
NSR:Quay:2202,1439
NSR:Quay:65939,1361
NSR:Quay:86106,2641
NSR:Quay:88230,1280
NSR:Quay:29600,1108
NSR:Quay:14785,431
NSR:Quay:17726,1021
NSR:Quay:68503,3572
NSR:Quay:88282,301
NSR:Quay:29897,1222
NSR:Quay:85973,730
14313621,415
NSR:Quay:101053,594
NSR:Quay:19051,725
NSR:Quay:57254,614
NSR:Quay:105705,544
NSR:Quay:20174,598
NSR:Quay:26852,553
NSR:Quay:91449,745
NSR:Quay:89173,459
NSR:Quay:37476,499
NSR:Quay:105960,532
NSR:Quay:72598,15
NSR:Quay:101668,251
NSR:Quay:79758,604
NSR:Quay:33645,1356
NSR:Quay:62409,453
NSR:Quay:23847,812
NSR:Quay:103896,478
NSR:Quay:79913,75
NSR:Quay:62713,326
NSR:Quay:83517,624
NSR:Quay:86017,264
NSR:Quay:33509,669
NSR:Quay:57972,1228
NSR:Quay:88744,449
NSR:Quay:103257,612
NSR:Quay:105435,186
NSR:Quay:17183,582
NSR:Quay:105713,355
NSR:Quay:25531,186
NSR:Quay:14934,540
NSR:Quay:103593,300
NSR:Quay:105395,165
NSR:Quay:92006,202
NSR:Quay:35699,961
NSR:Quay:95813,491
NSR:Quay:37245,180
NSR:Quay:35879,1161
NSR:Quay:14119,619
NSR:Quay:19343,404
